PAIS,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTRATO,PROCESO,ETAPA,YEAR,MES,MES.1,MINERAL,TITULAR,UNIDAD,UNIDAD DE MEDIDA,Valor,ORO-PLATA_gF
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,115,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,22,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,248.7500560279,248750.0560279
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,30.25,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,102.5,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,29,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,135.300124254,135300.124254
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,55.65,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,230.7877981528,230787.7981528
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JULIO,7,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,88,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JULIO,7,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,335.917549872,335917.549872
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JULIO,7,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JULIO,7,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,AGOSTO,8,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,19.8,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,AGOSTO,8,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,83.979387468,83979.387468
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,AGOSTO,8,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,AGOSTO,8,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,SETIEMBRE,9,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,64.5,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,SETIEMBRE,9,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,298.593377664,298593.377664
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,SETIEMBRE,9,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,SETIEMBRE,9,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,OCTUBRE,10,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,101.2,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,OCTUBRE,10,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,529.3811758168,529381.1758168
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,OCTUBRE,10,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,OCTUBRE,10,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,NOVIEMBRE,11,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,204.7,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,NOVIEMBRE,11,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,747.4165484652,747416.5484652
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,NOVIEMBRE,11,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,NOVIEMBRE,11,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,DICIEMBRE,12,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,49.5,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,DICIEMBRE,12,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,237.941597826,237941.59782599998
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,DICIEMBRE,12,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,DICIEMBRE,12,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ENERO,1,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,54.121113,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,335.2692569939,335269.2569939
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,20.048067,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,FEBRERO,2,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,123.45486,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,47.949124,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,274.823976249,274823.976249
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,21.331944,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MARZO,3,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,89.9408,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,68.739884,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,7237.7326,7237.7326
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,130.649784335,130649.78433499999
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,11.23066,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,ABRIL,4,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,63.685,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,MAYO,5,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,COBRE,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,COBRE,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,47.570859,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,ORO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,g Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,PLATA,CORPORACION MINERA SACRACANCHA S.A.C.,CONCENTRADORA CONOCOCHA,Kg Fino,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,PLATA,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,Kg Fino,136.3329120921,136332.9120921
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,PLOMO,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
PERÚ,ÁNCASH,RECUAY,CATAC,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2023,JUNIO,6,ZINC,MINERA PARARRAYO SOCIEDAD ANONIMA CERRADA - MINERA PARARRAYO S.A.C.,PARARRAYO,TMF,0,0
